genome_id,record_id,products,start,end,core_start,core_end,knowncluster_hits,func_transport,func_regulatory,func_biosynthetic,func_biosynthetic_additional,func_other,Host,Genome type,Quality level,Completeness,Contamination,Quality score,Phylum (gtdb),Class (gtdb),Order (gtdb),Family (gtdb),Genus (gtdb),Species (gtdb),Root compartment,is_novel,score_novelty,score_product,score_quality,score_function,priority_score,rank_global,rank_in_host
CRBC_G2237,CRBC_G2237_1_length_2350751_cov_118.427921,hserlactone,387411,408071,397411,398071,0,6,2,0,0,0,Rice,Isolate,High-quality,100.0,0.0,100.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sp001556045,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G2704,CRBC_G2704_9_length_231800_cov_102.145018,hserlactone,16502,37135,26502,27135,0,3,4,0,4,0,Rice,Isolate,High-quality,99.28977273,1.486742424,91.8561,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G2859,CRBC_G2859_15_length_231800_cov_40.381978,hserlactone,16502,37135,26502,27135,0,3,4,0,4,0,Rice,Isolate,High-quality,99.00568182,1.429924242,91.8561,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G2753,CRBC_G2753_2_length_2850325_cov_71.895858,hserlactone,691733,711362,701574,702234,0,6,2,0,0,0,Rice,Isolate,High-quality,99.92559524,0.0,99.9256,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sp001556045,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G2328,CRBC_G2328_1_length_1463154_cov_110.698339,hserlactone,587702,608362,597702,598362,0,6,2,0,0,0,Rice,Isolate,High-quality,99.85119048,0.0,99.8512,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sp001556045,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G3110,CRBC_G3110_2_length_840607_cov_59.768296,hserlactone,20992,41634,30992,31634,0,4,2,0,7,0,Rice,Isolate,High-quality,99.6835443,0.0,99.6835,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G2280,CRBC_G2280_1_length_1505754_cov_112.732474,hserlactone,794841,815501,804841,805501,0,6,2,0,0,0,Rice,Isolate,High-quality,99.70238095,0.074404762,99.3304,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sp001556045,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G2763,CRBC_G2763_9_length_231800_cov_107.765776,hserlactone,16502,37135,26502,27135,0,3,4,0,4,0,Rice,Isolate,High-quality,99.28977273,1.486742424,91.8561,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G2842,CRBC_G2842_9_length_231800_cov_113.338469,hserlactone,194665,215298,204665,205298,0,3,4,0,4,0,Rice,Isolate,High-quality,99.00568182,1.486742424,91.572,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G2848,CRBC_G2848_15_length_60556_cov_73.791018,hserlactone,15212,35908,25212,25908,0,4,5,0,2,0,Rice,Isolate,High-quality,100.0,0.387596899,98.062,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G2236,CRBC_G2236_1_length_2641503_cov_71.217081,hserlactone,678163,698823,688163,688823,0,6,2,0,0,0,Rice,Isolate,High-quality,100.0,0.0,100.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sp001556045,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G2657,CRBC_G2657_5_length_856835_cov_110.032824,hserlactone,608864,629524,618864,619524,0,6,2,0,0,0,Rice,Isolate,High-quality,100.0,0.595238095,97.0238,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sp001556045,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G2286,CRBC_G2286_3_length_669499_cov_108.039634,hserlactone,16502,37135,26502,27135,0,3,4,0,4,0,Rice,Isolate,High-quality,99.28977273,1.486742424,91.8561,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G2248,CRBC_G2248_1_length_2692937_cov_86.082880,hserlactone,730098,750758,740098,740758,0,6,2,0,0,0,Rice,Isolate,High-quality,100.0,0.074404762,99.628,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sp001556045,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G2239,CRBC_G2239_3_length_662474_cov_77.169465,hserlactone,187338,207998,197338,197998,0,6,2,0,0,0,Rice,Isolate,High-quality,100.0,0.0,100.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sp001556045,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G2323,CRBC_G2323_2_length_1680512_cov_106.420485,hserlactone,359588,380248,369588,370248,0,6,2,0,0,0,Rice,Isolate,High-quality,100.0,0.074404762,99.628,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sp001556045,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G2677,CRBC_G2677_15_length_38249_cov_107.722362,hserlactone,2337,23033,12337,13033,0,4,5,0,2,0,Rice,Isolate,High-quality,99.6124031,0.387596899,97.6744,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G2503,CRBC_G2503_1_length_1905168_cov_159.949313,hserlactone,1095020,1115662,1105020,1105662,0,4,2,0,6,0,Rice,Isolate,High-quality,99.20886076,0.474683544,96.8354,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G3243,CRBC_G3243_2_length_426337_cov_72.124663,hserlactone,272908,293604,282908,283604,0,4,2,0,4,0,Wheat,Isolate,High-quality,99.56331878,1.892285298,90.1019,Proteobacteria,Alphaproteobacteria,DSM-16000,Inquilinaceae,Inquilinus,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G3488,CRBC_G3488_14_length_88004_cov_164.561250,NRPS;hserlactone,12698,56658,32698,36658,0,2,1,0,16,3,Wheat,Isolate,High-quality,99.5890411,1.272015656,93.229,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G3353,CRBC_G3353_10_length_232653_cov_111.989156,hserlactone,0,20298,9602,10298,0,4,2,0,4,0,Wheat,Isolate,High-quality,99.56331878,1.892285298,90.1019,Proteobacteria,Alphaproteobacteria,DSM-16000,Inquilinaceae,Inquilinus,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G3326,CRBC_G3326_28_length_64967_cov_57.685884,hserlactone,11467,32076,21467,22076,0,5,3,0,1,0,Wheat,Isolate,High-quality,99.91803279,0.355191257,98.1421,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G3450,CRBC_G3450_1_length_756308_cov_110.113325,hserlactone,641207,661816,651207,651816,0,5,3,0,1,0,Wheat,Isolate,High-quality,99.30327869,0.956284153,94.5219,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter,Aminobacter ciceronei,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G4489,CRBC_G4489_6_length_325008_cov_112.343488,hserlactone;lassopeptide;RiPP-like,76312,116059,86312,86945,0,1,7,0,6,0,Wheat,Isolate,High-quality,100.0,0.0,100.0,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium_A,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,3.0,12.0,1,1
CRBC_G3479,CRBC_G3479_17_length_115067_cov_104.920280,hserlactone,45510,66173,55510,56173,0,4,3,0,2,1,Wheat,Isolate,High-quality,100.0,0.469483568,97.6526,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Variovorax,Variovorax beijingensis,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.9,11.9,45,7
CRBC_G3712,CRBC_G3712_19_length_115067_cov_19.524741,hserlactone,48894,69557,58894,59557,0,4,3,0,2,1,Wheat,Isolate,High-quality,100.0,0.469483568,97.6526,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Variovorax,Variovorax beijingensis,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.9,11.9,45,7
CRBC_G3993,CRBC_G3993_18_length_115067_cov_93.625324,hserlactone,45510,66173,55510,56173,0,4,3,0,2,1,Wheat,Isolate,High-quality,100.0,0.469483568,97.6526,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Variovorax,Variovorax beijingensis,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.9,11.9,45,7
CRBC_G4597,CRBC_G4597_12_length_217105_cov_42.991660,hserlactone,52584,73247,62584,63247,0,4,3,0,2,1,Wheat,Isolate,High-quality,100.0,0.469483568,97.6526,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Variovorax,Variovorax beijingensis,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.9,11.9,45,7
CRBC_G4480,CRBC_G4480_2_length_958372_cov_124.674899,hserlactone,900559,921249,910559,911249,0,1,5,0,5,0,Wheat,Isolate,High-quality,99.50248756,0.165837479,98.6733,Proteobacteria,Alphaproteobacteria,Ferrovibrionales,Ferrovibrionaceae,Ferrovibrio,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.9,11.9,45,7
CRBC_G4401,CRBC_G4401_6_length_298159_cov_296.165629,lassopeptide;hserlactone,250399,281725,260399,262816,0,3,4,0,1,0,Wheat,Isolate,High-quality,99.13043478,0.449275362,96.8841,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Allosphingosinicella,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.6000000000000005,11.600000000000001,64,12
CRBC_G3533,CRBC_G3533_4_length_451568_cov_61.915352,hserlactone,332136,352808,342136,342808,0,4,2,0,2,0,Wheat,Isolate,High-quality,99.52185792,1.229508197,93.3743,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia_A,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.6,11.6,66,13
CRBC_G4231,CRBC_G4231_16_length_120062_cov_69.762987,hserlactone,72751,93384,82751,83384,0,4,2,0,2,0,Wheat,Isolate,High-quality,99.05660377,1.179245283,93.1604,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.6,11.6,66,13
CRBC_G4375,CRBC_G4375_8_length_256516_cov_61.308342,hserlactone,156179,176851,166179,166851,0,4,2,0,2,0,Wheat,Isolate,High-quality,99.52185792,1.229508197,93.3743,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia_A,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.6,11.6,66,13
CRBC_G3542,CRBC_G3542_1_length_1094765_cov_86.517957,hserlactone,642599,663154,652599,653154,0,2,3,0,4,1,Wheat,Isolate,High-quality,99.81060606,0.401069519,97.8053,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.5,11.5,70,16
CRBC_G3585,CRBC_G3585_1_length_1476772_cov_145.579904,betalactone;siderophore,1161784,1186196,1171784,1176196,0,7,0,0,6,0,Wheat,Isolate,High-quality,99.37304075,0.626959248,96.2382,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,unknown,Rhizoplane and endosphere,1,3.0,2.5,3.0,3.0,11.5,70,16
CRBC_G4505,CRBC_G4505_4_length_377192_cov_217.403757,hserlactone,29009,49696,39009,39696,0,0,7,0,2,0,Wheat,Isolate,High-quality,100.0,1.298701299,93.5065,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.5,11.5,70,16
CRBC_G3708,CRBC_G3708_1_length_4409571_cov_170.978235,lassopeptide;hserlactone,64630,88958,74530,76917,0,1,4,0,4,0,Wheat,Isolate,High-quality,99.63862678,1.555912467,91.8591,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.4000000000000004,11.4,82,19
CRBC_G3397,CRBC_G3397_8_length_239447_cov_127.421949,lassopeptide;hserlactone,4769,29547,14769,17156,0,1,4,0,4,0,Wheat,Isolate,High-quality,99.63862678,2.596055487,86.6583,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.4000000000000004,11.4,82,19
CRBC_G3326,CRBC_G3326_15_length_186732_cov_60.706480,hserlactone,74242,94896,84242,84896,0,3,2,0,3,0,Wheat,Isolate,High-quality,99.91803279,0.355191257,98.1421,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.4000000000000004,11.4,82,19
CRBC_G4085,CRBC_G4085_3_length_285548_cov_63.912359,hserlactone,96140,116797,106140,106797,0,3,2,0,3,0,Wheat,Isolate,High-quality,98.99193548,0.201612903,97.9839,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aestuariivirgaceae,Nordella,Nordella sp005502925,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.4000000000000004,11.4,82,19
CRBC_G4617,CRBC_G4617_1_length_866229_cov_104.270608,T1PKS;hserlactone;NRPS-like;NRPS,395209,449664,415209,423312,0,1,2,0,7,0,Wheat,Isolate,High-quality,100.0,1.097178683,94.5141,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unknown,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.4000000000000004,11.4,82,19
CRBC_G3876,CRBC_G3876_10_length_227543_cov_107.073382,hserlactone,131027,151690,141027,141690,0,3,3,0,1,1,Wheat,Isolate,High-quality,99.84423676,1.893753074,90.3755,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Variovorax,Variovorax sp901827175,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.3000000000000003,11.3,100,24
CRBC_G4163,CRBC_G4163_4_length_497904_cov_101.040990,hserlactone,72198,92804,82198,82804,0,3,3,0,1,1,Wheat,Isolate,High-quality,99.67532468,0.108225108,99.1342,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.3000000000000003,11.3,100,24
CRBC_G4157,CRBC_G4157_2_length_1450004_cov_96.047108,hserlactone,700748,721417,710748,711417,0,4,1,0,2,0,Wheat,Isolate,High-quality,99.98582766,0.297619048,98.4977,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.3000000000000003,11.3,100,24
CRBC_G4406,CRBC_G4406_11_length_183655_cov_105.138132,hserlactone,115453,136260,125453,126260,0,4,1,0,2,1,Wheat,Isolate,High-quality,100.0,0.280057164,98.5997,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Cellvibrio,unknown,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.3000000000000003,11.3,100,24
CRBC_G4165,CRBC_G4165_28_length_125076_cov_11.687782,hserlactone,32431,53037,42431,43037,0,3,3,0,1,1,Wheat,Isolate,High-quality,99.67532468,0.108225108,99.1342,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,Rhizoplane and endosphere,1,3.0,3.0,3.0,2.3000000000000003,11.3,100,24
