genome_id,record_id,products,start,end,core_start,core_end,knowncluster_hits,func_transport,func_regulatory,func_biosynthetic,func_biosynthetic_additional,func_other,Host,Genome type,Quality level,Completeness,Contamination,Quality score,Phylum (gtdb),Class (gtdb),Order (gtdb),Family (gtdb),Genus (gtdb),Species (gtdb),Root compartment,is_novel,score_novelty,score_product,score_quality,score_function,priority_score
CRBC_G2984,CRBC_G2984_3_length_605924_cov_84.596535,NAPAA;NRPS,189907,271193,204907,208900,0,6,8,0,14,0,Rice,Isolate,High-quality,99.6835443,0.949367089,94.9367,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Aquabacter,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,7.600000000000001,15.600000000000001
CRBC_G2264,CRBC_G2264_2_length_683702_cov_102.396640,T3PKS;NRPS,287901,382556,307901,309056,1,10,5,0,15,2,Rice,Isolate,High-quality,99.50980392,0.328431373,97.8676,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus urinalis,Rhizoplane and endosphere,0,2.0,2.0,3.0,8.5,15.5
CRBC_G1169,CRBC_G1169_8_length_442462_cov_63.769705,T2PKS;PKS-like;RRE-containing,218076,302037,253076,255556,2,2,7,0,32,1,Maize,Isolate,High-quality,99.02912621,1.525658807,91.4008,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Lentzea,unknown,Rhizoplane and endosphere,0,2.0,1.2,3.0,9.3,15.5
CRBC_G2246,CRBC_G2246_2_length_653356_cov_69.464117,NRPS,572351,645105,592351,625105,0,13,1,0,10,1,Rice,Isolate,High-quality,99.68820862,0.595238095,96.712,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,7.5,15.5
CRBC_G1077,CRBC_G1077_5_length_468026_cov_62.179930,T2PKS;PKS-like;RRE-containing,186700,272901,221700,224180,2,2,9,0,29,1,Maize,Isolate,High-quality,99.51456311,1.040221914,94.3135,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Lentzea,unknown,Rhizoplane and endosphere,0,2.0,1.2,3.0,9.3,15.5
CRBC_G1015,CRBC_G1015_6_length_468278_cov_54.407116,T2PKS;PKS-like;RRE-containing,186700,272901,221700,224180,2,2,9,0,29,1,Maize,Isolate,High-quality,99.51456311,1.040221914,94.3135,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Lentzea,unknown,Rhizoplane and endosphere,0,2.0,1.2,3.0,9.3,15.5
CRBC_G1222,CRBC_G1222_1_length_3965590_cov_191.678009,T3PKS,2002310,2043372,2022310,2023372,0,11,5,0,10,1,Maize,Isolate,High-quality,99.50819672,0.147996357,98.7682,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,unknown,Rhizoplane and endosphere,1,3.0,1.5,3.0,7.9,15.4
CRBC_G1106,CRBC_G1106_19_length_216313_cov_68.591765,ladderane;NRPS;NRPS-like,100281,205605,120281,121478,17,4,10,0,29,0,Maize,Isolate,High-quality,99.51456311,2.73925104,85.8183,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Lentzea,Lentzea alba,Rhizoplane and endosphere,0,0.0,2.0,3.0,10.4,15.4
CRBC_G0008,CRBC_G0008_1_length_1838086_cov_93.063735,T1PKS;NRPS;betalactone,639460,710175,659460,667419,2,9,4,0,18,0,Alfalfa,Isolate,High-quality,99.37304075,1.724137931,90.7524,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,unknown,Rhizoplane and endosphere,0,2.0,2.0,3.0,8.4,15.4
CRBC_G1683,CRBC_G1683_3_length_709391_cov_88.592020,NRPS;terpene,173487,297113,193275,230695,1,6,7,0,19,1,Maize,Isolate,High-quality,99.74842767,1.106918239,94.2138,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,Nocardia rhizosphaerihabitans,Rhizoplane and endosphere,0,2.0,2.0,3.0,8.3,15.3
CRBC_G1489,CRBC_G1489_2_length_795594_cov_53.270698,NRPS;terpene,259713,383339,279501,316921,1,6,7,0,19,1,Maize,Isolate,High-quality,99.74842767,1.106918239,94.2138,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,Nocardia rhizosphaerihabitans,Rhizoplane and endosphere,0,2.0,2.0,3.0,8.3,15.3
CRBC_G1265,CRBC_G1265_2_length_729123_cov_118.351048,NRPS;terpene,173690,297285,193477,230896,1,6,7,0,19,1,Maize,Isolate,High-quality,99.74842767,1.295597484,93.2704,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,Nocardia rhizosphaerihabitans,Rhizoplane and endosphere,0,2.0,2.0,3.0,8.3,15.3
CRBC_G1723,CRBC_G1723_4_length_720823_cov_95.165190,NRPS;terpene,186695,310356,206482,243901,1,6,7,0,19,1,Maize,Isolate,High-quality,99.74842767,1.578616352,91.8553,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,Nocardia rhizosphaerihabitans,Rhizoplane and endosphere,0,2.0,2.0,3.0,8.3,15.3
CRBC_G1548,CRBC_G1548_6_length_173530_cov_246.034119,lanthipeptide-class-v;NRPS,0,81149,12847,14695,1,10,7,0,11,1,Maize,Isolate,High-quality,99.81273408,0.056179775,99.5318,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus capitis,Rhizoplane and endosphere,0,2.0,2.0,3.0,8.3,15.3
CRBC_G1212,CRBC_G1212_4_length_795617_cov_144.685337,NRPS;terpene,259713,383339,279501,316921,1,6,7,0,19,1,Maize,Isolate,High-quality,99.74842767,1.106918239,94.2138,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,Nocardia rhizosphaerihabitans,Rhizoplane and endosphere,0,2.0,2.0,3.0,8.3,15.3
CRBC_G3427,CRBC_G3427_3_length_444387_cov_75.848196,NRPS,374181,428065,394181,408065,1,12,6,0,8,1,Wheat,Isolate,High-quality,100.0,0.263157895,98.6842,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Kitasatospora,unknown,Rhizoplane and endosphere,0,2.0,2.0,3.0,8.200000000000001,15.200000000000001
CRBC_G1662,CRBC_G1662_5_length_361664_cov_61.387981,betalactone;terpene;other;ladderane,161512,266968,171512,181352,4,8,5,0,25,4,Maize,Isolate,High-quality,98.94736842,0.526315789,96.3158,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,,unknown,Rhizoplane and endosphere,0,1.0,1.5,3.0,9.7,15.2
CRBC_G4037,CRBC_G4037_17_length_136110_cov_76.228268,transAT-PKS;NRPS;PKS-like;ectoine,0,136110,13630,55299,263,0,4,0,45,4,Wheat,Isolate,High-quality,99.89270386,0.0,99.8927,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albogriseolus,Rhizoplane and endosphere,0,0.0,2.0,3.0,10.2,15.2
CRBC_G1585,CRBC_G1585_4_length_760405_cov_108.907886,T2PKS,633514,706066,668514,671066,0,1,12,0,21,3,Maize,Isolate,High-quality,99.8415493,0.352112676,98.081,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,unknown,Rhizoplane and endosphere,1,3.0,1.0,3.0,8.2,15.2
CRBC_G2163,CRBC_G2163_2_length_625184_cov_141.731830,NRPS,263735,331590,283735,311590,0,6,5,0,16,0,Rice,Isolate,High-quality,99.34210526,1.096491228,93.8596,Firmicutes,Bacilli,Bacillales_B,Bacillaceae_B,Rossellomorea,Rossellomorea marisflavi,Rhizoplane and endosphere,1,3.0,2.0,3.0,7.1000000000000005,15.100000000000001
CRBC_G0257,CRBC_G0257_1_length_704861_cov_76.560682,NRPS,319203,385109,338397,365759,0,5,7,0,15,1,Alfalfa,Isolate,High-quality,100.0,0.521570849,97.3921,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp900156465,Rhizoplane and endosphere,1,3.0,2.0,3.0,7.1,15.1
CRBC_G0551,CRBC_G0551_3_length_812583_cov_82.015418,NRPS;terpene,259785,383569,279563,316983,1,6,7,0,18,1,Alfalfa,Isolate,High-quality,99.74842767,1.48427673,92.327,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,Nocardia rhizosphaerihabitans,Rhizoplane and endosphere,0,2.0,2.0,3.0,8.1,15.1
CRBC_G1554,CRBC_G1554_2_length_794133_cov_107.644787,NRPS;terpene,259691,383254,279470,316889,1,6,7,0,18,1,Maize,Isolate,High-quality,99.74842767,1.295597484,93.2704,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,Nocardia rhizosphaerihabitans,Rhizoplane and endosphere,0,2.0,2.0,3.0,8.1,15.1
CRBC_G1690,CRBC_G1690_2_length_1136745_cov_93.066906,T1PKS;NRPS-like,283272,453607,302642,434345,0,5,5,0,18,1,Maize,Isolate,High-quality,99.02912621,1.282940361,92.6144,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Lentzea,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,7.1,15.1
CRBC_G0032,CRBC_G0032_1_length_704861_cov_110.928655,NRPS,319203,385109,338397,365759,0,5,7,0,15,1,Alfalfa,Isolate,High-quality,100.0,0.521570849,97.3921,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp900156465,Rhizoplane and endosphere,1,3.0,2.0,3.0,7.1,15.1
CRBC_G0248,CRBC_G0248_1_length_704861_cov_72.556877,NRPS,319203,385109,338397,365759,0,5,7,0,15,1,Alfalfa,Isolate,High-quality,100.0,0.521570849,97.3921,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp900156465,Rhizoplane and endosphere,1,3.0,2.0,3.0,7.1,15.1
CRBC_G0220,CRBC_G0220_1_length_704861_cov_104.595479,NRPS,319203,385109,338397,365759,0,5,7,0,15,1,Alfalfa,Isolate,High-quality,100.0,0.521570849,97.3921,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp900156465,Rhizoplane and endosphere,1,3.0,2.0,3.0,7.1,15.1
CRBC_G2603,CRBC_G2603_5_length_413332_cov_134.402497,NRPS;T1PKS;RiPP-like,113489,214477,132776,145046,0,10,1,0,14,3,Rice,Isolate,High-quality,99.57805907,0.105485232,99.0506,Proteobacteria,Alphaproteobacteria,Rhizobiales,Ancalomicrobiaceae,Prosthecomicrobium_A,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,7.1,15.1
CRBC_G1689,CRBC_G1689_2_length_1136745_cov_87.319751,T1PKS;NRPS-like,283272,453607,302642,434345,0,5,5,0,18,1,Maize,Isolate,High-quality,99.02912621,1.282940361,92.6144,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Lentzea,unknown,Rhizoplane and endosphere,1,3.0,2.0,3.0,7.1,15.1
CRBC_G0132,CRBC_G0132_1_length_704861_cov_70.858772,NRPS,319203,385109,338397,365759,0,5,7,0,15,1,Alfalfa,Isolate,High-quality,100.0,0.521570849,97.3921,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp900156465,Rhizoplane and endosphere,1,3.0,2.0,3.0,7.1,15.1
